Ranking,Motor,Jogo,Score Neural Elite X,Confianca,Score,Score Base,Score Correlação,Score Final,Score Estratégico,Score Diversidade,Distância Média,Repetidas Último Concurso,Score Repetição,Score Soma,Score Distribuição,Soma,Pares,Ímpares,Classificação
444,Elite X PRO,09 - 10 - 14 - 30 - 35 - 37,64.58,Media,62.75,67.64,42.52,62.75,78.0,66.6,4.48,2,100.0,50.0,85.0,135,3,3,Forte
445,Elite X PRO,01 - 11 - 15 - 33 - 48 - 54,64.56,Media,65.99,68.26,26.86,65.99,87.75,72.2,5.06,1,85.0,80.0,100.0,162,2,4,Muito Forte
446,Elite X PRO,09 - 24 - 35 - 42 - 49 - 53,64.56,Media,65.63,68.02,36.45,65.63,87.75,68.07,4.74,1,85.0,80.0,100.0,212,2,4,Muito Forte
447,Elite X PRO,15 - 24 - 33 - 44 - 49 - 52,64.55,Media,65.76,68.51,30.02,65.76,87.75,70.4,4.88,1,85.0,80.0,100.0,217,3,3,Muito Forte
448,Elite X PRO,11 - 30 - 37 - 38 - 49 - 53,64.54,Media,65.63,67.91,41.34,65.63,87.75,66.53,4.62,1,85.0,80.0,100.0,218,2,4,Muito Forte
449,Elite X PRO,01 - 10 - 21 - 24 - 35 - 60,64.52,Media,64.14,66.09,32.58,64.14,83.25,74.13,5.02,1,85.0,80.0,85.0,151,3,3,Forte
450,Elite X PRO,03 - 12 - 23 - 37 - 38 - 47,64.5,Media,65.67,65.6,27.65,65.67,87.75,76.73,5.42,1,85.0,80.0,100.0,160,2,4,Muito Forte
451,Elite X PRO,01 - 07 - 18 - 45 - 47 - 60,64.49,Media,64.4,61.9,22.61,64.4,90.25,78.93,5.4,1,85.0,100.0,85.0,178,2,4,Forte
452,Elite X PRO,01 - 11 - 14 - 30 - 37 - 46,64.48,Media,64.25,64.94,44.58,64.25,77.25,69.4,4.84,1,85.0,50.0,100.0,139,3,3,Forte
453,Elite X PRO,06 - 13 - 19 - 44 - 49 - 56,64.46,Media,65.56,69.04,34.68,65.56,74.5,73.2,4.94,0,40.0,100.0,85.0,187,3,3,Muito Forte
454,Elite X PRO,03 - 21 - 38 - 39 - 45 - 60,64.46,Media,65.06,66.06,23.56,65.06,93.0,72.47,5.1,2,100.0,80.0,100.0,206,2,4,Muito Forte
455,Elite X PRO,04 - 06 - 09 - 13 - 49 - 60,64.46,Media,62.95,70.29,30.97,62.95,78.0,70.67,4.76,2,100.0,50.0,85.0,141,3,3,Forte
456,Elite X PRO,05 - 09 - 26 - 36 - 38 - 48,64.43,Media,63.71,63.76,33.12,63.71,83.25,77.07,5.28,1,85.0,80.0,85.0,162,4,2,Forte
457,Elite X PRO,20 - 30 - 33 - 39 - 43 - 44,64.42,Media,63.39,63.86,32.55,63.39,83.25,74.47,5.02,1,85.0,80.0,85.0,209,3,3,Forte
458,Elite X PRO,03 - 08 - 21 - 39 - 40 - 48,64.41,Media,63.68,63.21,29.06,63.68,83.25,77.07,5.28,1,85.0,80.0,85.0,159,3,3,Forte
459,Elite X PRO,14 - 19 - 23 - 40 - 44 - 45,64.39,Media,65.1,65.43,33.73,65.1,74.5,78.6,5.3,0,40.0,100.0,85.0,185,3,3,Muito Forte
460,Elite X PRO,10 - 11 - 24 - 37 - 42 - 44,64.38,Media,66.86,71.39,44.39,66.86,72.0,69.13,4.82,0,40.0,80.0,100.0,168,4,2,Muito Forte
461,Elite X PRO,04 - 06 - 23 - 30 - 44 - 53,64.38,Media,63.93,66.09,34.28,63.93,83.25,72.87,4.94,1,85.0,80.0,85.0,160,4,2,Forte
462,Elite X PRO,08 - 13 - 14 - 30 - 35 - 54,64.36,Media,65.65,66.44,35.91,65.65,87.75,69.07,4.8,1,85.0,80.0,100.0,154,4,2,Muito Forte
463,Elite X PRO,01 - 21 - 37 - 39 - 44 - 46,64.36,Media,65.12,66.27,45.56,65.12,74.5,72.93,4.94,0,40.0,100.0,85.0,188,2,4,Muito Forte
464,Elite X PRO,14 - 21 - 35 - 42 - 49 - 60,64.36,Media,64.08,67.52,34.96,64.08,77.25,72.53,5.04,1,85.0,50.0,100.0,221,3,3,Forte
465,Elite X PRO,03 - 06 - 21 - 30 - 44 - 59,64.32,Media,63.59,65.64,18.97,63.59,88.5,72.33,4.9,2,100.0,80.0,85.0,163,3,3,Forte
466,Elite X PRO,04 - 14 - 23 - 32 - 45 - 49,64.3,Media,66.61,69.04,34.96,66.61,72.0,76.6,5.38,0,40.0,80.0,100.0,167,3,3,Muito Forte
467,Elite X PRO,08 - 09 - 19 - 26 - 45 - 48,64.28,Media,63.74,64.36,29.16,63.74,83.25,76.93,5.24,1,85.0,80.0,85.0,155,3,3,Forte
468,Elite X PRO,04 - 10 - 33 - 37 - 49 - 53,64.27,Media,65.6,70.99,37.05,65.6,74.5,72.93,4.98,0,40.0,100.0,85.0,186,2,4,Muito Forte
469,Elite X PRO,10 - 13 - 33 - 38 - 44 - 54,64.26,Media,67.33,71.32,38.04,67.33,79.0,69.93,4.92,0,40.0,100.0,100.0,192,4,2,Muito Forte
470,Elite X PRO,01 - 09 - 14 - 24 - 45 - 54,64.26,Media,64.51,69.15,32.79,64.51,77.25,69.27,4.86,1,85.0,50.0,100.0,147,3,3,Forte
471,Elite X PRO,04 - 13 - 27 - 42 - 44 - 54,64.24,Media,67.26,71.29,32.44,67.26,79.0,71.0,4.96,0,40.0,100.0,100.0,184,4,2,Muito Forte
472,Elite X PRO,08 - 14 - 33 - 35 - 40 - 49,64.24,Media,65.54,67.16,32.46,65.54,74.5,76.53,5.2,0,40.0,100.0,85.0,179,3,3,Muito Forte
473,Elite X PRO,01 - 09 - 21 - 35 - 44 - 52,64.23,Media,65.8,69.09,26.37,65.8,87.75,69.53,4.88,1,85.0,80.0,100.0,162,2,4,Muito Forte
474,Elite X PRO,01 - 13 - 38 - 40 - 46 - 49,64.19,Media,65.2,67.74,33.73,65.2,74.5,74.93,5.1,0,40.0,100.0,85.0,187,3,3,Muito Forte
475,Elite X PRO,01 - 03 - 04 - 49 - 53 - 56,64.18,Media,61.23,64.16,34.63,61.23,74.25,77.73,5.08,1,85.0,80.0,55.0,166,2,4,Forte
476,Elite X PRO,05 - 08 - 32 - 33 - 49 - 58,64.16,Media,64.79,64.37,32.79,64.79,74.5,80.13,5.52,0,40.0,100.0,85.0,185,3,3,Forte
477,Elite X PRO,11 - 17 - 40 - 44 - 49 - 54,64.16,Media,63.44,65.72,33.21,63.44,83.25,73.13,4.9,1,85.0,80.0,85.0,215,3,3,Forte
478,Elite X PRO,04 - 11 - 35 - 38 - 42 - 47,64.15,Media,65.6,68.11,31.03,65.6,74.5,77.33,5.28,0,40.0,100.0,85.0,177,3,3,Muito Forte
479,Elite X PRO,06 - 13 - 37 - 44 - 54 - 60,64.15,Media,65.51,69.67,32.87,65.51,87.75,68.4,4.76,1,85.0,80.0,100.0,214,4,2,Muito Forte
480,Elite X PRO,04 - 06 - 21 - 45 - 48 - 53,64.13,Media,65.62,68.32,29.58,65.62,74.5,78.53,5.36,0,40.0,100.0,85.0,177,3,3,Muito Forte
481,Elite X PRO,06 - 08 - 13 - 35 - 53 - 56,64.11,Media,65.67,68.62,34.38,65.67,74.5,76.4,5.18,0,40.0,100.0,85.0,171,3,3,Muito Forte
482,Elite X PRO,15 - 26 - 31 - 32 - 46 - 58,64.11,Media,64.56,61.63,31.66,64.56,87.75,79.07,5.56,1,85.0,80.0,100.0,208,4,2,Forte
483,Elite X PRO,14 - 16 - 21 - 37 - 45 - 48,64.1,Media,65.31,67.13,28.7,65.31,74.5,79.13,5.34,0,40.0,100.0,85.0,181,3,3,Muito Forte
484,Elite X PRO,04 - 11 - 15 - 21 - 49 - 52,64.08,Media,65.46,66.49,33.24,65.46,87.75,71.8,5.02,1,85.0,80.0,100.0,152,2,4,Muito Forte
485,Elite X PRO,08 - 30 - 33 - 39 - 40 - 54,64.07,Media,63.14,64.75,34.75,63.14,83.25,72.6,4.88,1,85.0,80.0,85.0,204,4,2,Forte
486,Elite X PRO,03 - 04 - 42 - 48 - 49 - 54,64.07,Media,61.85,65.07,31.5,61.85,81.25,77.27,5.06,1,85.0,100.0,55.0,200,4,2,Forte
487,Elite X PRO,03 - 05 - 13 - 37 - 38 - 56,64.05,Media,63.52,64.22,37.94,63.52,83.25,75.27,5.14,1,85.0,80.0,85.0,152,2,4,Forte
488,Elite X PRO,07 - 13 - 15 - 23 - 54 - 56,64.04,Media,63.53,65.34,26.23,63.53,83.25,76.13,5.12,1,85.0,80.0,85.0,168,2,4,Forte
489,Elite X PRO,11 - 24 - 30 - 39 - 45 - 49,64.03,Media,64.08,65.31,30.64,64.08,90.25,69.2,4.6,1,85.0,100.0,85.0,198,2,4,Forte
490,Elite X PRO,09 - 12 - 18 - 42 - 44 - 45,64.03,Media,61.88,62.77,31.5,61.88,81.25,77.13,5.02,1,85.0,100.0,55.0,170,4,2,Forte
491,Elite X PRO,03 - 06 - 30 - 33 - 35 - 45,64.02,Media,62.96,61.88,35.19,62.96,88.5,73.07,4.98,2,100.0,80.0,85.0,152,2,4,Forte
492,Elite X PRO,01 - 08 - 34 - 39 - 42 - 59,64.0,Media,64.68,64.71,31.75,64.68,74.5,78.53,5.4,0,40.0,100.0,85.0,183,3,3,Forte
493,Elite X PRO,05 - 23 - 30 - 34 - 35 - 39,64.0,Media,60.61,60.16,39.31,60.61,74.25,78.07,5.1,1,85.0,80.0,55.0,166,2,4,Forte
494,Elite X PRO,01 - 30 - 37 - 48 - 53 - 54,63.99,Media,64.09,70.26,33.76,64.09,77.25,68.53,4.76,1,85.0,50.0,100.0,223,3,3,Forte
495,Elite X PRO,03 - 24 - 27 - 49 - 54 - 56,63.99,Media,63.29,65.71,31.61,63.29,83.25,72.67,4.88,1,85.0,80.0,85.0,213,3,3,Forte
496,Elite X PRO,04 - 10 - 15 - 44 - 45 - 48,63.97,Media,61.34,66.63,31.54,61.34,74.25,75.93,4.96,1,85.0,80.0,55.0,166,4,2,Forte
497,Elite X PRO,14 - 15 - 21 - 27 - 38 - 49,63.96,Media,63.51,65.52,29.27,63.51,83.25,74.53,5.0,1,85.0,80.0,85.0,164,2,4,Forte
498,Elite X PRO,06 - 13 - 24 - 33 - 42 - 49,63.94,Media,66.55,71.23,33.24,66.55,72.0,72.87,5.1,0,40.0,80.0,100.0,167,3,3,Muito Forte
499,Elite X PRO,09 - 10 - 16 - 26 - 35 - 54,63.93,Media,65.33,66.35,34.72,65.33,87.75,70.8,4.96,1,85.0,80.0,100.0,150,4,2,Muito Forte
500,Elite X PRO,07 - 11 - 33 - 44 - 46 - 48,63.9,Media,64.82,66.24,33.17,64.82,74.5,77.73,5.26,0,40.0,100.0,85.0,189,3,3,Forte
501,Elite X PRO,01 - 21 - 33 - 42 - 48 - 54,63.89,Media,66.95,69.62,31.33,66.95,79.0,75.53,5.3,0,40.0,100.0,100.0,199,3,3,Muito Forte
502,Elite X PRO,13 - 16 - 21 - 37 - 38 - 49,63.89,Media,65.25,67.07,41.6,65.25,74.5,75.0,5.06,0,40.0,100.0,85.0,174,2,4,Muito Forte
503,Elite X PRO,13 - 14 - 21 - 30 - 37 - 49,63.89,Media,63.75,68.33,28.51,63.75,83.25,70.27,4.68,1,85.0,80.0,85.0,164,2,4,Forte
504,Elite X PRO,13 - 14 - 24 - 39 - 47 - 56,63.88,Media,66.87,69.5,29.46,66.87,79.0,73.87,5.14,0,40.0,100.0,100.0,193,3,3,Muito Forte
505,Elite X PRO,06 - 14 - 33 - 39 - 49 - 52,63.84,Media,66.83,69.48,29.69,66.83,79.0,73.4,5.18,0,40.0,100.0,100.0,193,3,3,Muito Forte
506,Elite X PRO,09 - 11 - 19 - 31 - 40 - 54,63.84,Media,63.37,65.28,29.89,63.37,83.25,73.53,4.98,1,85.0,80.0,85.0,164,2,4,Forte
507,Elite X PRO,09 - 16 - 19 - 35 - 38 - 41,63.84,Media,62.95,61.15,36.83,62.95,83.25,76.53,5.22,1,85.0,80.0,85.0,158,2,4,Forte
508,Elite X PRO,15 - 31 - 32 - 38 - 41 - 54,63.84,Media,62.79,62.25,29.36,62.79,83.25,78.87,5.34,1,85.0,80.0,85.0,211,3,3,Forte
509,Elite X PRO,04 - 13 - 34 - 47 - 54 - 60,63.83,Media,64.93,66.69,29.13,64.93,87.75,74.53,5.22,1,85.0,80.0,100.0,212,4,2,Forte
510,Elite X PRO,10 - 30 - 33 - 45 - 53 - 60,63.83,Media,63.27,65.89,34.92,63.27,82.5,69.87,4.86,2,100.0,50.0,100.0,231,3,3,Forte
511,Elite X PRO,08 - 10 - 13 - 42 - 53 - 54,63.82,Media,65.32,68.61,35.84,65.32,74.5,74.6,5.06,0,40.0,100.0,85.0,180,4,2,Muito Forte
512,Elite X PRO,10 - 11 - 24 - 27 - 52 - 54,63.81,Media,65.14,66.99,39.43,65.14,74.5,74.47,5.0,0,40.0,100.0,85.0,178,4,2,Muito Forte
513,Elite X PRO,03 - 08 - 40 - 46 - 53 - 56,63.81,Media,62.77,62.92,32.77,62.77,83.25,77.8,5.3,1,85.0,80.0,85.0,206,4,2,Forte
514,Elite X PRO,09 - 10 - 15 - 31 - 41 - 46,63.79,Media,62.91,62.94,31.8,62.91,88.5,73.87,5.02,2,100.0,80.0,85.0,152,2,4,Forte
515,Elite X PRO,08 - 09 - 14 - 15 - 44 - 53,63.79,Media,62.12,67.94,30.22,62.12,78.0,70.4,4.76,2,100.0,50.0,85.0,143,3,3,Forte
516,Elite X PRO,08 - 14 - 23 - 39 - 42 - 46,63.78,Media,66.58,64.7,39.71,66.58,79.0,76.6,5.38,0,40.0,100.0,100.0,172,4,2,Muito Forte
517,Elite X PRO,03 - 04 - 08 - 27 - 48 - 53,63.76,Media,62.15,65.98,33.93,62.15,72.75,78.27,5.32,1,85.0,50.0,85.0,143,3,3,Forte
518,Elite X PRO,06 - 11 - 24 - 38 - 45 - 54,63.74,Media,67.83,67.46,35.15,67.83,79.0,69.73,5.06,0,40.0,100.0,100.0,178,4,2,Muito Forte
519,Elite X PRO,08 - 09 - 15 - 24 - 37 - 53,63.72,Media,63.84,69.38,30.41,63.84,82.5,67.6,4.72,2,100.0,50.0,100.0,146,2,4,Forte
520,Elite X PRO,08 - 11 - 24 - 39 - 49 - 53,63.71,Media,67.45,67.83,34.75,67.45,79.0,67.87,4.92,0,40.0,100.0,100.0,184,2,4,Muito Forte
521,Elite X PRO,08 - 11 - 34 - 38 - 49 - 52,63.71,Media,66.32,66.3,38.7,66.32,79.0,74.47,5.26,0,40.0,100.0,100.0,192,4,2,Muito Forte
522,Elite X PRO,08 - 10 - 27 - 35 - 42 - 48,63.71,Media,65.09,66.61,42.24,65.09,74.5,76.67,5.22,0,40.0,100.0,85.0,170,4,2,Muito Forte
523,Elite X PRO,04 - 09 - 19 - 24 - 33 - 52,63.71,Media,64.17,69.31,29.89,64.17,77.25,73.2,5.14,1,85.0,50.0,100.0,141,3,3,Forte
524,Elite X PRO,06 - 15 - 39 - 49 - 52 - 53,63.7,Media,64.72,65.93,34.01,64.72,87.75,70.8,4.94,1,85.0,80.0,100.0,214,2,4,Forte
525,Elite X PRO,09 - 15 - 40 - 49 - 53 - 54,63.69,Media,64.82,68.7,29.44,64.82,93.0,66.27,4.6,2,100.0,80.0,100.0,220,2,4,Forte
526,Elite X PRO,09 - 19 - 40 - 46 - 48 - 54,63.69,Media,64.71,65.69,34.71,64.71,87.75,71.67,5.02,1,85.0,80.0,100.0,216,4,2,Forte
527,Elite X PRO,09 - 10 - 14 - 15 - 33 - 54,63.68,Media,61.92,66.51,36.2,61.92,78.0,70.6,4.76,2,100.0,50.0,85.0,135,3,3,Forte
528,Elite X PRO,06 - 13 - 15 - 35 - 37 - 52,63.67,Media,63.41,66.36,30.97,63.41,83.25,73.53,4.98,1,85.0,80.0,85.0,158,2,4,Forte
529,Elite X PRO,06 - 08 - 09 - 37 - 44 - 54,63.66,Media,63.53,67.72,32.35,63.53,83.25,69.6,4.68,1,85.0,80.0,85.0,158,4,2,Forte
530,Elite X PRO,15 - 19 - 24 - 27 - 42 - 47,63.65,Media,61.46,61.89,26.23,61.46,81.25,79.8,5.2,1,85.0,100.0,55.0,174,2,4,Forte
531,Elite X PRO,08 - 09 - 39 - 45 - 53 - 54,63.63,Media,63.15,67.64,31.73,63.15,83.25,71.4,4.82,1,85.0,80.0,85.0,208,2,4,Forte
532,Elite X PRO,11 - 14 - 15 - 35 - 39 - 52,63.57,Media,60.59,62.99,33.83,60.59,74.25,77.13,5.0,1,85.0,80.0,55.0,166,2,4,Forte
533,Elite X PRO,01 - 14 - 23 - 35 - 36 - 52,63.55,Media,65.85,67.28,36.78,65.85,72.0,77.2,5.44,0,40.0,80.0,100.0,161,3,3,Muito Forte
534,Elite X PRO,07 - 19 - 23 - 34 - 53 - 54,63.54,Media,66.03,64.91,35.6,66.03,79.0,78.07,5.46,0,40.0,100.0,100.0,190,2,4,Muito Forte
535,Elite X PRO,09 - 21 - 37 - 48 - 49 - 54,63.52,Media,65.07,70.06,32.49,65.07,87.75,67.27,4.68,1,85.0,80.0,100.0,218,2,4,Muito Forte
536,Elite X PRO,10 - 13 - 35 - 38 - 39 - 45,63.51,Media,64.98,67.85,36.29,64.98,74.5,73.6,4.98,0,40.0,100.0,85.0,180,2,4,Forte
537,Elite X PRO,07 - 15 - 33 - 49 - 56 - 60,63.51,Media,64.25,64.81,29.35,64.25,93.0,71.87,5.02,2,100.0,80.0,100.0,220,2,4,Forte
538,Elite X PRO,04 - 07 - 27 - 37 - 50 - 53,63.5,Media,66.72,68.21,30.51,66.72,79.0,75.67,5.34,0,40.0,100.0,100.0,178,2,4,Muito Forte
539,Elite X PRO,04 - 21 - 27 - 38 - 44 - 54,63.49,Media,66.47,69.48,33.02,66.47,79.0,71.73,5.02,0,40.0,100.0,100.0,188,4,2,Muito Forte
540,Elite X PRO,04 - 11 - 24 - 30 - 38 - 45,63.48,Media,64.86,65.59,33.31,64.86,87.75,69.87,4.88,1,85.0,80.0,100.0,152,4,2,Forte
541,Elite X PRO,10 - 27 - 35 - 36 - 44 - 56,63.47,Media,65.55,68.81,48.9,65.55,72.0,70.87,4.98,0,40.0,80.0,100.0,208,4,2,Muito Forte
542,Elite X PRO,05 - 13 - 22 - 35 - 48 - 53,63.46,Media,67.56,66.7,32.55,67.56,79.0,73.73,5.36,0,40.0,100.0,100.0,176,2,4,Muito Forte
543,Elite X PRO,08 - 11 - 23 - 39 - 56 - 59,63.45,Media,65.92,64.39,41.25,65.92,79.0,75.93,5.3,0,40.0,100.0,100.0,196,2,4,Muito Forte
544,Elite X PRO,10 - 19 - 33 - 38 - 41 - 47,63.42,Media,64.09,63.52,38.48,64.09,74.5,80.27,5.5,0,40.0,100.0,85.0,188,2,4,Forte
545,Elite X PRO,08 - 11 - 22 - 37 - 44 - 50,63.41,Media,66.44,66.18,37.82,66.44,79.0,74.2,5.2,0,40.0,100.0,100.0,172,4,2,Muito Forte
546,Elite X PRO,09 - 24 - 35 - 44 - 49 - 53,63.41,Media,64.78,68.71,33.01,64.78,87.75,65.67,4.56,1,85.0,80.0,100.0,214,2,4,Forte
547,Elite X PRO,03 - 09 - 14 - 27 - 36 - 53,63.41,Media,63.22,65.83,32.88,63.22,82.5,71.6,5.02,2,100.0,50.0,100.0,142,2,4,Forte
548,Elite X PRO,10 - 21 - 33 - 35 - 53 - 60,63.4,Media,62.64,64.38,33.86,62.64,83.25,75.73,5.12,1,85.0,80.0,85.0,212,2,4,Forte
549,Elite X PRO,01 - 10 - 13 - 35 - 44 - 54,63.39,Media,66.18,71.51,39.88,66.18,72.0,68.33,4.8,0,40.0,80.0,100.0,157,3,3,Muito Forte
550,Elite X PRO,15 - 20 - 22 - 38 - 54 - 55,63.39,Media,62.22,61.19,30.31,62.22,83.25,79.8,5.36,1,85.0,80.0,85.0,204,4,2,Forte
551,Elite X PRO,06 - 14 - 27 - 33 - 38 - 54,63.38,Media,66.58,67.55,35.34,66.58,79.0,74.53,5.24,0,40.0,100.0,100.0,172,4,2,Muito Forte
552,Elite X PRO,10 - 13 - 33 - 37 - 39 - 42,63.38,Media,65.16,69.89,35.89,65.16,74.5,73.87,5.0,0,40.0,100.0,85.0,174,2,4,Muito Forte
553,Elite X PRO,08 - 15 - 40 - 44 - 48 - 49,63.38,Media,62.75,66.05,28.92,62.75,83.25,73.2,4.92,1,85.0,80.0,85.0,204,4,2,Forte
554,Elite X PRO,03 - 04 - 13 - 30 - 38 - 54,63.36,Media,63.36,67.48,32.79,63.36,82.5,68.67,4.8,2,100.0,50.0,100.0,142,4,2,Forte
555,Elite X PRO,08 - 11 - 13 - 49 - 53 - 54,63.35,Media,64.5,67.84,38.31,64.5,74.5,72.87,4.9,0,40.0,100.0,85.0,188,2,4,Forte
556,Elite X PRO,09 - 35 - 37 - 38 - 49 - 54,63.35,Media,61.65,68.47,44.2,61.65,72.75,68.0,4.56,1,85.0,50.0,85.0,222,2,4,Forte
557,Elite X PRO,06 - 09 - 19 - 33 - 37 - 48,63.34,Media,63.15,66.0,32.88,63.15,83.25,74.0,5.06,1,85.0,80.0,85.0,152,2,4,Forte
558,Elite X PRO,04 - 11 - 34 - 36 - 39 - 45,63.33,Media,63.89,66.93,35.75,63.89,67.5,77.6,5.28,0,40.0,80.0,85.0,169,3,3,Forte
559,Elite X PRO,06 - 11 - 21 - 24 - 49 - 54,63.32,Media,65.95,70.37,34.77,65.95,72.0,70.4,4.92,0,40.0,80.0,100.0,165,3,3,Muito Forte
560,Elite X PRO,10 - 16 - 24 - 33 - 47 - 54,63.29,Media,67.05,67.03,29.89,67.05,79.0,72.4,5.26,0,40.0,100.0,100.0,184,4,2,Muito Forte
561,Elite X PRO,08 - 21 - 37 - 40 - 42 - 53,63.26,Media,65.61,70.76,31.4,65.61,72.0,74.33,5.24,0,40.0,80.0,100.0,201,3,3,Muito Forte
562,Elite X PRO,04 - 16 - 32 - 33 - 39 - 51,63.26,Media,64.49,64.38,29.36,64.49,74.5,81.8,5.58,0,40.0,100.0,85.0,175,3,3,Forte
563,Elite X PRO,04 - 09 - 15 - 26 - 39 - 49,63.25,Media,63.3,67.78,32.69,63.3,82.5,67.67,4.74,2,100.0,50.0,100.0,142,2,4,Forte
564,Elite X PRO,07 - 15 - 19 - 28 - 34 - 55,63.24,Media,63.94,59.3,29.39,63.94,87.75,79.47,5.58,1,85.0,80.0,100.0,158,2,4,Forte
565,Elite X PRO,11 - 21 - 30 - 35 - 53 - 56,63.22,Media,62.49,64.88,31.37,62.49,83.25,72.8,4.84,1,85.0,80.0,85.0,206,2,4,Forte
566,Elite X PRO,13 - 27 - 35 - 38 - 42 - 48,63.21,Media,63.73,69.05,37.16,63.73,67.5,76.87,5.2,0,40.0,80.0,85.0,203,3,3,Forte
567,Elite X PRO,06 - 17 - 44 - 45 - 49 - 54,63.21,Media,62.7,65.87,27.74,62.7,83.25,73.73,4.96,1,85.0,80.0,85.0,215,3,3,Forte
568,Elite X PRO,06 - 09 - 14 - 27 - 37 - 48,63.19,Media,63.95,71.16,26.86,63.95,77.25,70.6,4.96,1,85.0,50.0,100.0,141,3,3,Forte
569,Elite X PRO,04 - 05 - 17 - 33 - 37 - 54,63.18,Media,62.92,64.81,32.06,62.92,83.25,77.4,5.3,1,85.0,80.0,85.0,150,2,4,Forte
570,Elite X PRO,04 - 09 - 14 - 38 - 39 - 52,63.13,Media,62.85,65.2,31.0,62.85,83.25,73.67,5.02,1,85.0,80.0,85.0,156,4,2,Forte
571,Elite X PRO,09 - 12 - 15 - 18 - 46 - 54,63.12,Media,62.31,62.62,28.4,62.31,88.5,73.2,4.92,2,100.0,80.0,85.0,154,4,2,Forte
572,Elite X PRO,16 - 20 - 30 - 35 - 52 - 57,63.12,Media,61.89,59.9,34.8,61.89,83.25,79.27,5.32,1,85.0,80.0,85.0,210,4,2,Forte
573,Elite X PRO,04 - 05 - 09 - 32 - 48 - 49,63.12,Media,59.17,64.81,36.59,59.17,63.75,78.07,5.12,1,85.0,50.0,55.0,147,3,3,Forte
574,Elite X PRO,06 - 11 - 36 - 38 - 49 - 54,63.11,Media,66.01,67.78,37.77,66.01,79.0,71.0,5.0,0,40.0,100.0,100.0,194,4,2,Muito Forte
575,Elite X PRO,01 - 13 - 40 - 44 - 52 - 53,63.11,Media,65.51,70.84,32.69,65.51,72.0,73.2,5.12,0,40.0,80.0,100.0,203,3,3,Muito Forte
576,Elite X PRO,03 - 10 - 24 - 36 - 39 - 48,63.11,Media,62.82,65.24,27.65,62.82,83.25,74.67,5.1,1,85.0,80.0,85.0,160,4,2,Forte
577,Elite X PRO,01 - 08 - 15 - 37 - 40 - 42,63.11,Media,61.67,66.51,33.24,61.67,72.75,74.53,5.1,1,85.0,50.0,85.0,143,3,3,Forte
578,Elite X PRO,04 - 08 - 19 - 27 - 55 - 58,63.1,Media,64.44,64.78,30.24,64.44,74.5,81.87,5.58,0,40.0,100.0,85.0,171,3,3,Forte
579,Elite X PRO,09 - 11 - 13 - 14 - 49 - 54,63.1,Media,63.07,67.16,35.15,63.07,83.25,69.47,4.64,1,85.0,80.0,85.0,150,2,4,Forte
580,Elite X PRO,04 - 14 - 21 - 39 - 45 - 53,63.08,Media,67.39,67.92,30.52,67.39,79.0,71.87,5.22,0,40.0,100.0,100.0,176,2,4,Muito Forte
581,Elite X PRO,04 - 18 - 21 - 35 - 37 - 50,63.08,Media,65.73,69.85,30.19,65.73,72.0,75.13,5.3,0,40.0,80.0,100.0,165,3,3,Muito Forte
582,Elite X PRO,13 - 21 - 27 - 36 - 44 - 48,63.08,Media,64.4,68.34,27.19,64.4,74.5,76.4,5.14,0,40.0,100.0,85.0,189,3,3,Forte
583,Elite X PRO,03 - 09 - 44 - 46 - 53 - 60,63.08,Media,60.22,64.64,38.25,60.22,72.5,73.2,4.76,3,80.0,80.0,55.0,215,3,3,Forte
584,Elite X PRO,11 - 22 - 33 - 37 - 41 - 56,63.06,Media,65.84,66.0,38.89,65.84,79.0,76.4,5.36,0,40.0,100.0,100.0,200,2,4,Muito Forte
585,Elite X PRO,06 - 09 - 21 - 32 - 35 - 42,63.06,Media,61.51,65.6,32.58,61.51,72.75,75.2,5.14,1,85.0,50.0,85.0,145,3,3,Forte
586,Elite X PRO,15 - 23 - 39 - 46 - 48 - 54,63.04,Media,62.95,66.72,31.42,62.95,77.25,73.07,5.08,1,85.0,50.0,100.0,225,3,3,Forte
587,Elite X PRO,10 - 21 - 35 - 37 - 42 - 47,63.03,Media,64.28,67.73,36.81,64.28,74.5,75.6,5.14,0,40.0,100.0,85.0,192,2,4,Forte
588,Elite X PRO,03 - 04 - 15 - 30 - 39 - 56,63.02,Media,63.46,68.13,32.27,63.46,75.5,67.6,4.72,3,80.0,50.0,100.0,147,3,3,Forte
589,Elite X PRO,03 - 09 - 21 - 30 - 46 - 52,63.01,Media,63.04,67.18,23.11,63.04,81.5,71.0,4.8,3,80.0,80.0,85.0,161,3,3,Forte
590,Elite X PRO,08 - 10 - 37 - 45 - 53 - 54,62.99,Media,63.87,71.7,37.4,63.87,67.5,73.53,4.98,0,40.0,80.0,85.0,207,3,3,Forte
591,Elite X PRO,09 - 11 - 14 - 19 - 49 - 56,62.99,Media,62.59,64.19,31.99,62.59,83.25,72.13,4.84,1,85.0,80.0,85.0,158,2,4,Forte
592,Elite X PRO,05 - 10 - 27 - 30 - 34 - 35,62.99,Media,58.86,62.83,44.08,58.86,63.75,76.07,5.0,1,85.0,50.0,55.0,141,3,3,Forte
593,Elite X PRO,01 - 10 - 24 - 30 - 35 - 54,62.98,Media,62.66,64.74,35.93,62.66,83.25,69.33,4.66,1,85.0,80.0,85.0,154,4,2,Forte
